가맹점 명,주소,데이터기준일자
개인택시부산36바4378,부산 금정구 동현로 67,2026-04-24
생각대로 안락명장2호점,부산광역시 동래구 명장로106번길 91,2026-04-24
(부산)가야교통_부산31바1406,부산시 금정구 삼어로,2026-04-24
(부산)가야교통_부산31바1407,부산시 금정구 삼어로,2026-04-24
(부산)가야교통_부산31바1408,부산시 금정구 삼어로,2026-04-24
(부산)가야교통_부산31바1409,부산시 금정구 삼어로,2026-04-24
(부산)가야교통_부산31바1426,부산시 금정구 삼어로,2026-04-24
(부산)가야교통_부산31바1427,부산시 금정구 삼어로,2026-04-24
(부산)가야교통_부산31바1428,부산시 금정구 삼어로,2026-04-24
(부산)가야교통_부산31바1462,부산시 금정구 삼어로,2026-04-24
(부산)신진교통,부산광역시 금정구 공단서로,2026-04-24
(부산)연일택시_33바8207,부산광역시 사하구 장림번영로104번길,2026-04-24
(부산)연일택시_33바8208,부산광역시 사하구 장림번영로104번길,2026-04-24
(부산)연일택시_33바8210,부산광역시 사하구 장림번영로104번길,2026-04-24
(부산)연일택시_33바8211,부산광역시 사하구 장림번영로104번길,2026-04-24
(부산)연일택시_33바8212,부산광역시 사하구 장림번영로104번길,2026-04-24
(부산)연일택시_33바8213,부산광역시 사하구 장림번영로104번길,2026-04-24
(부산)연일택시_33바8214,부산광역시 사하구 장림번영로104번길,2026-04-24
(부산)연일택시_33바8215,부산광역시 사하구 장림번영로104번길,2026-04-24
(부산)연일택시_33바8216,부산광역시 사하구 장림번영로104번길,2026-04-24
(부산)연일택시_33바8217,부산광역시 사하구 장림번영로104번길,2026-04-24
(부산)연일택시_33바8218,부산광역시 사하구 장림번영로104번길,2026-04-24
(부산)연일택시_33바8315,부산광역시 사하구 장림번영로104번길,2026-04-24
(부산)연일택시_33바8316,부산광역시 사하구 장림번영로104번길,2026-04-24
(부산)연일택시_33바8317,부산광역시 사하구 장림번영로104번길,2026-04-24
(부산)연일택시_33바8318,부산광역시 사하구 장림번영로104번길,2026-04-24
(부산)제일택시_34바2604,부산광역시 영도구 와치로,2026-04-24
(부산)제일택시_34바2607,부산광역시 영도구 와치로,2026-04-24
(부산)제일택시_34바2608,부산광역시 영도구 와치로,2026-04-24
(부산)제일택시_34바2609,부산광역시 영도구 와치로,2026-04-24
(부산)제일택시_34바2610,부산광역시 영도구 와치로,2026-04-24
(부산)제일택시_34바2627,부산광역시 영도구 와치로,2026-04-24
(부산)제일택시_34바2634,부산광역시 영도구 와치로,2026-04-24
(부산)제일택시_34바2635,부산광역시 영도구 와치로,2026-04-24
(부산)제일택시_34바2637,부산광역시 영도구 와치로,2026-04-24
(부산)제일택시_34바2645,부산광역시 영도구 와치로,2026-04-24
(부산)세륭운수_33바5451,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5453,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5454,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5455,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5456,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5459,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5472,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5473,부산광역시 금정구 공단서로8번길,2026-04-24
동진건드릴,부산 북구 낙동대로 1588,2026-04-24
개인택시37바5763,부산 사상구 대동로64번길 22,2026-04-24
개인택시3바3013,부산 연제구 고분로112번길 23,2026-04-24
개인택시37바2027,부산 남구 동명로92번길 72,2026-04-24
개인택시2바8292,부산 금정구 중앙대로1985번길 32-6,2026-04-24
개인택시37바6073,부산 북구 만덕2로 10,2026-04-24
개인택시36바9898,부산 남구 수영로49번나길 38,2026-04-24
개인택시36바6695,부산 동래구 금강로103번길 17-4,2026-04-24
개인택시36바7178,부산 사상구 학감대로 158,2026-04-24
개인택시37바5237,부산 남구 유엔로 22,2026-04-24
개인택시36-8615,부산 해운대구 반여4동,2026-04-24
개인택시2바8111,부산 연제구 과정로344번길 22,2026-04-24
개인택시2-9265,부산 금정구 회천로13번길 6-2,2026-04-24
개인택시부산37바6261,부산 동래구 여고로127번길 65,2026-04-24
(부산)미광운수_32바8380,부산광역시 수영구 구락로,2026-04-24
(부산)미광운수_32바8381,부산광역시 수영구 구락로,2026-04-24
(부산)미광운수_32바8382,부산광역시 수영구 구락로,2026-04-24
(부산)미광운수_32바8383,부산광역시 수영구 구락로,2026-04-24
(부산)미광운수_32바8384,부산광역시 수영구 구락로,2026-04-24
(부산)미광운수_32바8386,부산광역시 수영구 구락로,2026-04-24
(부산)한명교통_31바9568,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9569,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9571,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9574,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9575,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9576,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9577,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9578,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9581,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9582,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9583,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9584,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9585,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9586,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9588,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9589,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9590,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9591,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9592,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9594,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9595,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9596,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9597,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9598,부산광역시 금정구,2026-04-24
(부산)한명교통_31바9600,부산광역시 금정구,2026-04-24
(부산)영남통운_33바9264,부산광역시 부산진구 진사로,2026-04-24
(부산)영남통운_33바9234,부산광역시 부산진구 진사로,2026-04-24
(부산)영남통운_33바9254,부산광역시 부산진구 진사로,2026-04-24
(부산)영남통운_33바9217,부산광역시 부산진구 진사로,2026-04-24
(부산)영남통운_33바9233,부산광역시 부산진구 진사로,2026-04-24
(부산)영남통운_33바9294,부산광역시 부산진구 진사로,2026-04-24
(부산)영남통운_33바9229,부산광역시 부산진구 진사로,2026-04-24
(부산)영남통운_33바9261,부산광역시 부산진구 진사로,2026-04-24
(부산)영남통운_33바9210,부산광역시 부산진구 진사로,2026-04-24
(부산)영남통운_33바9288,부산광역시 부산진구 진사로,2026-04-24
(부산)영남통운_33바9221,부산광역시 부산진구 진사로,2026-04-24
스타모터스자동차정비,부산 사상구 학감대로 34,2026-04-24
지에스25 만덕동원점,부산 북구  덕천로,2026-04-24
지에스25 광안역점,부산 수영구  수영로582번길,2026-04-24
지에스25 괴정고개점,부산 사하구  승학로,2026-04-24
개인택시(37바9809),부산광역시 연제구,2026-04-24
개인택시(37바4778),부산광역시 금정구,2026-04-24
37바5377(등대콜),부산 동래구 쇠미로81번길 33,2026-04-24
개인택시(37바6372),부산광역시 해운대구,2026-04-24
개인택시(37바8012),부산광역시 부산진구,2026-04-24
개인택시(37바4183),부산광역시 사상구,2026-04-24
개인택시(37바6592),부산광역시 해운대구,2026-04-24
개인택시(37바7908),부산광역시 사하구,2026-04-24
개인택시(36바7638),부산광역시 기장군,2026-04-24
개인택시(37바2504),부산광역시 영도구,2026-04-24
개인택시(37바3367),부산광역시 남구,2026-04-24
개인택시(37바8470),부산광역시 기장군,2026-04-24
개인택시(37바8938),부산광역시 부산진구,2026-04-24
지에스(GS)25 다대사랑점,부산 사하구 윤공단로 3,2026-04-24
지에스25 해운달맞이점,부산 해운대구  달맞이길117번나길,2026-04-24
지에스(GS)25 양정플러스점,부산 부산진구 진남로 583-1,2026-04-24
(주)엠티오(MTO),부산 해운대구 재반로 180,2026-04-24
(부산)일월운수_34바2292,부산시 금정구 반송로,2026-04-24
(부산)마이오토링크_32바1885,부산광역시 수영구 광남로,2026-04-24
(부산)마이오토링크_32바1886,부산광역시 수영구 광남로,2026-04-24
(부산)마이오토링크_32바1887,부산광역시 수영구 광남로,2026-04-24
(부산)마이오토링크_32바1888,부산광역시 수영구 광남로,2026-04-24
(부산)마이오토링크_32바1889,부산광역시 수영구 광남로,2026-04-24
(부산)동화교통_32바6425,부산광역시 사하구 감천로 38번길,2026-04-24
(부산)온누리택시_34바2479,부산광역시 동래구 사직북로 5번길,2026-04-24
(부산)온누리택시_34바2417,부산광역시 동래구 사직북로 5번길,2026-04-24
(부산)온누리택시_34바2432,부산광역시 동래구 사직북로 5번길,2026-04-24
(부산)온누리택시_34바2435,부산광역시 동래구 사직북로 5번길,2026-04-24
(부산)온누리택시_34바2405,부산광역시 동래구 사직북로 5번길,2026-04-24
부산개인택시/성희영,부산 금정구 구서2동,2026-04-24
부산개인택시/이봉재,부산 해운대구 재송2로 256,2026-04-24
부산개인택시/김희수,부산 해운대구 우2동,2026-04-24
부산개인택시/신희상,부산 금정구 체육공원로 39-3,2026-04-24
부산개인택시/김상헌,부산 사하구 다대1동,2026-04-24
부산개인택시/오순희,부산 해운대구 중1동,2026-04-24
부산개인택시/이신호,부산 사상구 감전동,2026-04-24
부산개인택시/최충근,부산 사하구 다대낙조2길 215,2026-04-24
개인택시33아1104,부산 해운대구 재송2로 256,2026-04-24
점프키즈,부산 동래구 안연로 88,2026-04-24
개인택시37-3615,부산 사하구 제석로 160,2026-04-24
개인택시2바9713,부산 해운대구 신반송로 196,2026-04-24
개인택시3바5628,부산 남구 용호로232번길 31,2026-04-24
개인택시3바7650,부산 사상구 학감대로49번길 62,2026-04-24
개인택시3바5520,부산 북구 효열로220번길 23,2026-04-24
개인택시2바4043,부산 사상구 학장동,2026-04-24
개인택시2바9153,부산 부산진구 범천2동,2026-04-24
개인택시37바1946호,부산 동래구 아시아드대로255번길 103,2026-04-24
개인택시37바5135,부산 부산진구 연수로11번길 57,2026-04-24
개인택시부산37바1924,부산 금정구 명서로45번길 60,2026-04-24
개인택시3바4507,부산 남구 신선로 165,2026-04-24
(부산)유신운수_34바1746,부산광역시 사하구 장평로,2026-04-24
개인택시36-6807,부산 동구 망양로730번길 8,2026-04-24
개인택시2바6727,부산 사하구 하신중앙로 2,2026-04-24
개인택시3바5004,부산 부산진구 양정동,2026-04-24
개인택시36바9140호,부산 해운대구 재반로125번길 30,2026-04-24
개인택시36바6009,부산 사상구 주례동,2026-04-24
개인택시36바9760,부산 사하구 다대동,2026-04-24
개인택시36바7765,부산 영도구 동삼3동,2026-04-24
개인택시37바5967,부산 사하구 사하로 47,2026-04-24
개인택시37바5503,부산 동래구 안락로101번길 16,2026-04-24
개인택시3바2429,부산 부산진구 안창로10번길 13,2026-04-24
(부산)유신운수_34바1793,부산광역시 사하구 장평로,2026-04-24
(부산)세륭운수_33바5474,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5494,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5495,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5500,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5523,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5526,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5527,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5528,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5529,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5532,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5533,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)세륭운수_33바5534,부산광역시 금정구 공단서로8번길,2026-04-24
(부산)동화교통,부산광역시 사하구 감천로 38번길,2026-04-24
(부산)대성운수_31바5747,부산시 남구 황령대로319번나길,2026-04-24
(부산)대성운수_31바5748,부산시 남구 황령대로319번나길,2026-04-24
(부산)대성운수_31바5749,부산시 남구 황령대로319번나길,2026-04-24
(부산)대성운수_31바5750,부산시 남구 황령대로319번나길,2026-04-24
(부산)유신운수_34바1700,부산광역시 사하구 장평로,2026-04-24
(부산)유신운수_34바1702,부산광역시 사하구 장평로,2026-04-24
(부산)유신운수_34바1773,부산광역시 사하구 장평로,2026-04-24
개인택시35바1082,부산 사상구 엄궁북로4번길 103-10,2026-04-24
개인택시2바4041,부산 북구 효열로 98,2026-04-24
개인택시36-9024,부산 동구 망양로 579-11,2026-04-24
개인택시36바7075,부산 수영구 광안해변로295번길 41-12,2026-04-24
개인택시36바7107,부산 연제구 금용로 35-3,2026-04-24
개인택시2바9046,부산 북구 화명동,2026-04-24
개인택시36바4098,부산 남구 황령대로319번길 26,2026-04-24
개인택시37바5626,부산 수영구 장대골로68번길 17,2026-04-24
개인택시36바4031,부산 해운대구 해운대로 284,2026-04-24
개인택시(36바7492),부산 사상구 학장로 27,2026-04-24
개인택시36바9271호,부산 금정구 청룡예전로 74,2026-04-24
